Afghanistan,4.33,3.7,6.46,6.73,7.19,11.47,13.71,15.22,17.55,25.85,35.84,10.24,4.07,7.23,4.05,3.3,3.45,7.51,9.25,12.25,19.9,42.78,50.54,56.46,62.8,69.65,74.65,91.35,93.34,91.38,100,110.56,119.74,124.39,125.13,128.17,134.74,141.3
Oman,46.98,48.71,45.44,40.9,38.97,38.77,30.77,34.21,34.66,34.66,43.27,39.59,40.09,37.93,37.76,38.43,41.28,40.35,34.96,39.05,46,43.9,45.97,50.72,57.32,70.2,79.76,86.36,115.5,86.48,100,117.15,120.95,119.28,119.24,96.75,89.03,97.05
Pakistan,6.44,7.08,7.75,8.16,8.94,9.35,9.66,10.09,11.06,12.01,12.79,14.46,15.91,17.3,19.52,22.23,24.09,27.32,29.38,31.1,38.84,41.9,42.94,44.84,48.32,51.71,61.56,66.04,74.76,90.21,100,119.64,126.79,135.62,145.67,151.66,152.26,158.35
Panama,52.66,54.58,57.24,61.53,62.53,63.04,63.25,64.7,64.57,63.75,64.11,64.43,67.69,70.09,72.67,73.01,72.32,73.49,74.22,74.84,73.91,74.67,75.92,76.78,78.29,79.65,81.22,85.14,91.55,97.48,100,105.84,112.38,118.57,123.54,127.32,129.1,131.05
Papua New Guinea,11.07,10.93,11.33,13.44,14.44,14.68,14.87,16.06,17.33,16.89,17.59,18.82,19.36,18.88,20.25,23.46,23.88,25.9,29.66,32.95,37.26,39.84,44.74,47.22,46.27,51.91,85.36,85.65,95.64,90.97,100,108.83,108.22,112.09,115.51,110.42,118.28,124.8
Paraguay,1.44,1.69,1.79,2.05,2.59,3.26,4.23,5.58,7.16,9.48,13.13,16.76,19.13,21.46,24.16,26.84,29.9,30.92,35.04,37.79,42.23,46.89,53.89,60.47,65.91,72.55,76.96,84.48,92.36,94.25,100,106.21,111.25,112.18,117.95,118.05,124.28,131.17
Peru,0,0,0,0,0,0,0,0,0,0.05,3.31,15.97,26.9,39.55,49.64,56.38,61.85,66.35,69.91,71.97,74.5,74.84,74.92,76.27,81.06,83.9,90.33,91.67,92.69,94.6,100,106.75,108.03,109.19,112,114.92,118.23,122.88
Philippines,6.76,7.55,8.2,9.37,14.37,16.9,17.4,18.71,20.51,22.36,25.26,29.44,31.78,33.95,37.34,40.16,43.23,45.93,56.2,59.91,63.33,66.84,69.62,71.85,75.82,80.23,84.2,86.81,93.36,95.95,100,104.02,106.07,108.24,111.66,111,112.89,115.51
Poland,0.27,0.38,0.54,0.78,1.11,1.59,2.25,3.26,4.66,6.56,9.17,14.24,19.74,25.79,35.39,45.29,53.42,60.72,67.42,71.57,75.95,78.32,79.77,80.38,84.33,86.5,87.99,91.26,94.79,98.37,100,103.23,105.65,105.96,106.49,107.29,107.74,109.9
Portugal,8.99,10.58,12.77,15.91,19.83,24.14,29.08,32.02,35.59,39.33,44.5,48.99,54.6,58.63,62.89,65.05,66.6,69.19,71.85,74.29,76.86,79.71,83.07,85.93,87.98,90.91,93.81,96.6,98.28,99.36,100,99.73,99.33,101.59,102.35,104.43,106.01,107.46
Puerto Rico,29.82,32.59,34.78,36.71,38.43,39.47,40.79,42.1,43.66,44.66,49.95,51.51,52.84,53.84,55.55,57.09,59.32,60.11,63.94,64.88,67.02,70.71,72.51,75.71,74.73,79.66,84.03,87.21,92.94,97.57,100,102.37,103.58,104.8,106.06,107.98,112.91,115.94
Congo,17.59,22.48,23.84,25.35,28.42,29.13,20.63,22.21,20.82,23.48,23.24,22.89,22.53,22.28,30.47,31.5,37.17,39.01,31.9,41.27,60.68,52.23,51.33,49.14,57.4,69.65,82.54,83.47,104.36,82.83,100,110.67,109.38,105.37,99.4,69.89,66.02,75.64
Romania,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.06,0.19,0.63,1.5,2.16,3.11,7.32,10.85,16.22,23.21,32,39.24,48.43,55.93,62.7,69.31,80.18,92.9,96.59,100,104.01,108.83,112.55,114.45,117.41,119.81,126.14
Russia,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.54,2.19,5.36,7.81,8.98,10.65,18.36,25.28,29.45,34.01,38.7,46.55,55.54,63.96,72.79,85.86,87.58,100,123.64,134.88,142.17,152.83,165.6,171.47,180.4
Rwanda,8.69,9.36,9.82,10.06,11.75,12.29,11.43,11.5,11.76,12.38,14.05,16.15,17.33,19.73,23.13,34.98,38.8,44.87,45.86,42.95,44.15,44.65,42.4,51.64,58.41,63.75,70.49,78.78,90.03,97.46,100,108.35,114.05,119.2,122.83,123.19,129.95,139.46
Samoa,15.51,16.03,16.61,19.58,22.69,23.04,22.97,24.01,28.42,27.62,30.11,31.95,34.69,34.92,58.74,54.64,57.15,63.91,66.1,67.74,69.7,71.39,73.12,75.04,80.3,80.99,88.49,88.37,95.97,98.31,100,102.31,106.37,108.19,108.51,111.49,109.73,111.1
Sao Tome Principe,30.98,35.32,32.95,32.06,35.53,34.39,51.17,52.72,44.13,42.6,52.7,47.22,41.12,53.91,55.1,42.65,54.78,36.88,28.3,29.52,28.97,28.02,31.36,36.21,40.4,48.17,55.46,63.35,82.65,88.91,100,107.78,122.45,135.57,146.7,152.84,165.15,172.95
Saudi Arabia,41.04,45.84,48.74,49.32,48.86,48.36,35.36,37.75,34.37,37.32,39.97,39.06,38.95,38.3,38.72,40.97,44.18,45.71,39.34,45.04,49.97,49.15,52.08,53.29,59.18,71.1,79.33,86.02,101.24,85.33,100,115.53,120.17,118.71,116.01,96.4,93.46,99.83
Senegal,30.21,33.53,36.8,40.22,43.35,47.25,49.96,49.16,48.48,49.21,49.2,48.85,48.39,48.33,64.71,69.48,72.47,73.96,76,76.26,77.74,79.78,82.41,82.83,83.27,85.34,88.75,93.46,99.91,98.18,100,104.12,106.71,104.23,103.15,103.48,104.63,107.25
Serbia,0.02,0.03,0.04,0.06,0.08,0.12,0.18,0.25,0.37,0.54,0.78,1.12,1.63,2.4,1.72,3.17,5.88,6.96,8.73,11.63,20.76,39.29,46.38,52.22,56.96,65.13,72.85,78.84,87.21,94.45,100,109.56,116.42,122.76,126.08,129.46,132.74,136.5
Seychelles,20.16,22.81,22.85,23.82,24.52,24.89,26.57,27.67,28.74,29.11,31.09,30.46,31.88,33.19,33.51,33.25,32.74,33.09,34.54,35.25,36.65,38.91,40.32,42.71,53.25,53.5,54.27,60.67,81.88,104.4,100,104.5,113.54,118.13,120.83,123.36,122.38,125.27
Sierra Leone,0.02,0.02,0.02,0.03,0.04,0.06,0.11,0.3,0.5,0.81,1.38,3.15,5.74,7.28,9.1,12.16,15.75,16.11,19.94,23.37,24.13,41.95,40.31,45.61,51.45,60.01,67.4,71.99,79.18,85.34,100,117.37,131.51,140.61,143.14,170.14,173.17,198.58
Singapore,59.04,62.59,65.37,67.44,67.96,66.99,66.16,66.53,70.21,73.12,76.52,79.91,80.7,83.45,86.52,89.36,90.68,91.62,90.37,86.85,90.1,88.08,86.98,85.49,89.12,91.11,92.67,98.11,96.64,100.05,100,101.25,101.8,101.57,101.31,104.95,104.91,105.82
Slovakia,21.99,22.22,22.4,22.54,22.74,23.13,23.13,23.14,23.54,24.2,25.86,34.81,38.79,44.84,50.87,55.9,58.39,61.22,64.28,68.97,75.43,79.27,82.4,86.81,91.83,94.08,96.82,97.91,100.69,99.52,100,101.65,102.93,103.46,103.3,103.14,102.68,103.99
Slovenia,0.01,0.01,0.02,0.05,0.09,0.16,0.3,0.57,1.15,2.12,3.56,6.95,21.41,29.35,35.98,46.49,51.79,56.15,60.3,64.28,67.78,73.65,79.24,83.72,86.49,87.84,89.76,93.5,97.72,101,100,101.12,101.58,103.21,104.03,105.04,105.98,108.07
Solomon Is.,22.66,24.41,24.69,22.43,22.39,21.04,18.83,18.25,20.51,19.27,23.42,25.12,28.43,32.29,34.53,36.9,41.38,43.97,46.44,47.98,53.11,55.1,61.84,62.89,67.4,70.97,73.99,78.34,87.31,93.62,100,114.62,120.36,123.18,126.25,130.14,134.86,137.07
South Africa,4.6,5.07,5.77,6.73,7.5,8.76,10.27,11.75,13.53,15.86,18.32,21.19,24.27,27.42,30.03,33.1,35.71,38.55,41.54,44.48,48.41,52.09,58.47,61.86,65.9,69.49,73.83,80.37,87.46,94.03,100,106.53,112.16,119.06,125.67,132.1,141.05,148.86
South America,0.03,0.04,0.04,0.06,0.07,0.11,0.14,0.19,0.29,0.65,2.37,4.38,5.23,6.24,15.97,25.03,29.79,32.51,34.34,36.9,39.99,42.87,47.82,54.22,59.67,64.9,70.42,75.66,83.65,89.63,100,110.83,120.71,133.22,151.86,173.6,177.38,205.73
South Asia,11.15,12.35,13.4,14.53,15.72,16.98,18.14,19.82,21.47,23.34,25.8,28.87,31.3,34.19,37.48,40.89,44.29,47.27,50.96,52.66,55.17,57.39,59.58,62.06,65.69,68.72,73.7,78.28,85.34,91.4,100,109.27,117.85,125.26,130.06,133.25,137.82,142.61
Southeast Asia,18.99,20.1,20.97,22.03,23.1,23.39,22.93,24.12,25.63,27.22,28.96,31.03,32.38,34.56,36.58,38.71,40.45,42.4,49.26,50.61,54.64,56.91,58.8,60.68,64.32,70.02,75.33,80.57,89.19,91.98,100,106.47,109.7,112.9,116.75,119.13,121.45,125.71
Somalia,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.09,0.18,0.39,1.16,2.54,6.31,8.25,9.30,15.13,26.37,31.64,39.01,46.03,52.79,60.78,68.27,74.12,85.56,89.07,100.00,114.09,127.03,136.35,145.50,149.10,160.57,184.20
Spain,20.26,22.76,25.85,28.93,32.07,34.83,38.62,40.91,43.34,46.33,49.72,53.17,56.74,59.31,61.61,64.65,66.9,68.49,70.23,72.1,74.46,77.5,80.69,83.85,87.14,90.75,94.36,97.51,99.59,99.84,100,100.03,100.1,100.45,100.26,100.87,101.15,102.12
Sri Lanka,4.3,5.2,5.83,6.82,8.2,8.25,8.74,9.42,10.37,11.5,13.81,15.27,16.71,18.36,20.16,22.03,24.42,26.59,29.04,30.25,32.46,36.89,39.88,43.37,47.19,52.11,57.98,66.12,76.91,81.43,100,103.83,115.07,122.25,125.81,126.63,131.8,142.66
Saint Kitts and Nevis,31.33,36.15,38.42,38.27,39.7,40.43,43.18,45.6,49.06,51.85,55.75,57.29,60.06,61.08,64.47,65.83,66.12,69.25,71.23,73.61,71.71,74.55,76.15,76.18,79.4,78.9,90.77,96.33,99.36,100.27,100,104.34,102.35,103.4,104.97,104.58,106,108.31
St Lucia,34.89,37.7,40.17,41.31,42.55,43.57,45.81,48.59,49,50.9,53.94,56.93,58.28,58.74,60.25,63.24,63.52,65.28,66.91,68.53,69.23,67.92,68.1,71.86,72.64,77.65,87.16,97.22,92.35,89.91,100,103.38,103.13,103.43,107.97,112.52,111.9,111.92
Saint Vincent and the Grenadines,35.29,41.83,44.61,46.93,48.63,49.4,51.66,56.15,56.27,59.36,63.8,66.88,68.57,67.76,69.36,70.27,72.78,73.76,76.13,77.52,77.35,82.53,83.37,80.76,84,86.48,89.08,96.57,96.59,95.75,100,99.67,100.76,102.98,102.54,105.08,104.98,106.58
Sub-Saharan Africa,1.54,1.74,1.99,2.39,2.71,3.1,3.51,4.08,4.68,5.51,6.3,7.23,8.47,9.72,11.43,14.58,17.86,19.54,20.71,24.41,31.26,34.6,41.53,46.25,49.99,56.15,63.23,68.22,76.49,79.38,100,110.25,120.1,127.84,135.22,140.04,151.05,167.16
Sudan,0.01,0.02,0.02,0.03,0.03,0.05,0.06,0.08,0.15,0.2,0.33,0.63,1.31,2.58,6.7,13.7,18.16,26.81,31.54,36.53,40.13,40.78,43.79,48.03,55.56,60.35,66.01,70.41,80.44,83.63,100,121,163.2,220.17,294.79,347.57,338.03,449.11
Suriname,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.06,0.06,0.09,0.22,1.2,4.48,4.98,5.07,5.08,10.32,15.97,21.59,31.52,38.79,43.57,50.32,71.26,75.84,87.61,93.29,100,113.84,126.07,126.55,128.55,125.85,164.29,200.07
Swaziland,5.96,6.17,7.11,7.45,8.27,8.77,9.99,10.1,12.53,12.9,16.81,18.29,20.34,23.87,26.49,30.9,33.28,37.05,39.79,41.93,52.56,57.26,62.36,66.11,68.67,73.17,76.13,79.94,88.28,96.9,100,105.34,113.82,118.92,125.86,135.37,142.49,150.04
Sweden,31.81,34.6,37.4,41.12,44.26,47.1,50.08,52.44,55.89,60.31,66.03,71.47,72.2,73.8,75.68,78.56,79.38,80.62,81.25,82.01,83.29,85.37,86.74,88.26,88.64,89.35,90.98,93.6,96.71,99.02,100,101.18,102.26,103.34,105.17,107.35,109.06,111.33
Switzerland,55.12,58.25,62.53,64.01,66.41,67.92,69.98,71.52,73.51,76.05,79.55,83.86,85.64,87.63,88.67,89.32,89.47,89.1,88.99,89.1,90.43,91.35,91.12,92.15,92.47,93.1,95.06,97.35,99.32,99.68,100,100.34,100.17,100.19,99.57,98.97,98.41,98.76
Syria,5.63,6.59,6.75,7.09,7.6,7.91,10,12.54,16.12,19.88,23.73,25.53,26.84,28.41,32.28,34.44,39.92,42.32,42.19,45.33,49.73,52,51.32,51.62,56.96,63.77,68.74,76.97,96.15,92.91,100,111.12,108.44,106.02,96.84,88.78,83.25,98.59
Taiwan,62.44,69.91,72.11,74.35,75.73,75.88,79.91,80.77,81.08,84.36,87.38,90.64,94.02,97.25,98.92,101.2,104.23,107.12,111.16,109.98,109.74,108.79,108.42,107.42,107.44,105.96,104.81,104.3,101.2,102.07,100,97.01,98.15,99.49,99.2,97.47,97.03,101.74
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.14,0.62,3.3,5.44,10.23,12.94,15.87,20.67,24.55,31.18,36.64,40.13,48.58,61.82,79.23,88.92,100,113.32,126.77,132.29,139.51,139.69,147.06,154
Tanzania,5.38,6.24,6.56,6.78,6.03,6.35,4.41,2.94,3.29,3.97,4.87,6.23,7.81,9.73,12.76,16.18,19.31,23.29,29.65,32.89,35.38,37.25,39.9,43.27,46.31,58.56,68.21,72.26,83.78,91.54,100,111.55,123.53,133.01,139.71,148.86,158.03,166.04
Thailand,31.43,34.07,35.79,37.09,37.63,38.45,39.09,40.93,43.36,46.01,48.66,51.46,53.77,57.26,59.94,63.38,65.97,68.89,74.45,72.53,73.49,74.9,76.17,77.81,80.58,84.69,89.01,91.21,95.89,96.08,100,103.74,105.72,107.6,109.16,110.09,112.69,115.3
Togo,26.07,29.37,31.45,35.94,36.61,37.86,39.98,40.64,41.69,42.1,43.36,44.52,45.96,42.19,57.32,63.67,67.1,68.47,75.01,75.84,72.59,78.21,83.07,74.91,77.17,83.15,82.5,84.69,97.04,98.84,100,107.53,114.26,112.24,116.55,120.64,123.21,125.63
Tonga,12.6,13.63,14.7,15.91,16.95,18.69,21.71,24.1,26.28,28.07,31.51,34.49,37.06,37.09,47.16,45.76,48.08,47.71,48.78,51.92,53.52,55.25,59.99,65.58,69.44,74.04,86.8,92.14,98.76,96.45,100,105.79,108.33,109.13,110.08,111.63,113.52,117.03
Trinidad and Tobago,22.99,24.74,27.74,29.5,31.28,31.66,31.27,32.79,34.15,36.6,42.27,43.12,44.93,49.27,55.81,57.67,58.73,56.65,55.6,57.99,64.98,66.79,63.33,69.96,76.18,86.32,87.82,99.02,122.58,88.7,100,115.73,115.47,118.85,121.3,106.67,108.41,111.71
Tunisia,19.14,21.33,24.74,27.88,29.83,30.9,31.99,33.65,36.24,39.44,41.2,44.1,46.61,48.8,51.01,53.74,56.08,64,66.09,68.32,70.56,73.32,75,77.01,79.59,82.91,86.1,87.91,93.49,96.32,100,104.28,109.39,113.57,118.58,122.83,129.66,137.09
Turkey,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.05,0.07,0.11,0.19,0.32,0.65,1.21,2.14,3.88,9.46,14.6,21.8,33.34,45.86,56.56,63.6,68.12,74.5,79.13,88.66,93.45,100,108.19,116.21,123.5,132.67,143.05,154.63,171.35
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0.53,5.9,9.54,11.22,13.8,17.04,22.55,28.22,35.88,42.47,45.45,51.02,55.75,89.05,97.75,100,112.86,122.19,123.6,124.43,118.01,112.3,123.45
Uganda,0.29,0.07,0.05,0.08,0.1,0.21,0.51,1.43,4.14,8.91,12.87,16.22,23.53,30.62,32.72,35.78,37.42,38.58,41.97,41.92,46.58,48.69,47.15,50.83,58.75,57.73,59.12,63.45,67.48,90.44,100,104.63,127.15,132.27,136.77,143.62,148.68,157.58
United Kingdom,30.51,34.03,36.55,38.42,40.35,42.55,44.41,46.87,49.73,53.68,57.92,61.63,63.69,65.41,66.3,73.46,76.46,77.17,78.07,78.71,80.32,81.01,82.82,84.82,86.94,89.24,91.94,94.32,96.98,98.45,100,102.01,103.61,105.58,107.39,107.88,110.01,112.17
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,1.35,6.96,11.56,13.64,15.28,19.47,23.97,26.36,27.71,29.98,34.53,43.01,49.4,60.65,77.98,88.17,100,114.2,123.1,128.44,148.87,206.75,242.19,295.74
United Arab Emirates,37.14,39.76,40.28,38.83,36.46,36.73,36.11,37.44,38.33,39,40.3,40.63,41.36,41.89,41.78,43.41,45.92,45.48,43.55,47.22,52.63,51.4,53.33,55.51,60.23,70.18,78.57,88.42,104.81,88.9,100,113.17,115.7,114.69,113.53,96,92.93,98.79
United States of America,43.84,47.93,50.91,52.92,54.8,56.55,57.69,59.16,61.23,63.61,65.97,68.16,69.72,71.38,72.9,74.42,75.77,77.07,77.91,79.1,80.9,82.74,84.01,85.69,88.04,90.88,93.67,96.16,98.05,98.79,100,102.06,103.94,105.62,107.52,108.68,110.07,112.05
Uruguay,0.02,0.03,0.03,0.05,0.08,0.13,0.23,0.4,0.7,1.23,2.53,5.09,8.12,12.01,16.69,23.54,29.77,37.95,42.65,44.49,46.07,48.29,54.38,63.38,69.79,70.26,74.85,81.9,88.47,95.32,100,109.01,118.34,127.99,139.98,152.6,163.81,170.41
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.24,1.15,2.09,3.47,4.82,6.95,10.24,14.87,21.62,27.4,31.71,38.49,47.58,57.77,73.26,85.87,100,116.57,133.95,153.08,171.37,186.92,200.71,238.78
Vanuatu,33.39,35.88,35.29,35.92,40.3,38.91,37.75,43.96,48.28,51.39,50.88,56.12,57.68,58.86,60.24,61.27,62.54,64.53,69.8,71.94,73.51,76.25,78.37,78.99,80.67,81.01,84.14,88.75,95.25,97.45,100,103.1,103.53,106.28,108.38,111.08,113.51,116.43
Venezuela,0.05,0.06,0.06,0.06,0.07,0.08,0.08,0.11,0.14,0.26,0.36,0.44,0.57,0.74,1.21,1.84,3.96,5.49,6.53,8.23,10.66,11.51,15.31,20.66,27.68,35.87,42.3,48.83,63.54,68.52,100,128.15,146.17,198.06,278.16,510.09,82.33,241.06
Vietnam,0.26,0.1,0.07,0.1,0.14,0.03,0.13,0.62,3.17,5.38,7.65,13.2,17.51,20.56,24.05,28.14,30.59,32.61,35.49,37.53,38.81,39.82,41.69,44.66,48.42,57.53,62.46,68.48,84.01,89.23,100,121.26,134.51,140.91,146.07,145.8,147.41,153.5
Yemen,4.72,4.93,5.59,6.02,5.56,4.72,3.99,3.97,4.71,5.42,5.75,6.44,7.28,8.48,10.24,14.92,20.41,23.12,21.19,28.28,34.88,35.84,38.96,43.21,49.3,58.44,66.38,73.61,88.61,80.9,100,118.11,125.07,136.59,146.38,186.42,194.72,211.19
Zambia,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.06,0.08,0.14,0.28,0.54,1.44,3.51,6.35,8.29,10.31,12.92,15.11,17.82,23.63,29.61,35.36,41.58,49.78,58.07,66.51,75.14,83.14,87.76,100,111.12,118.88,130.45,137.54,146.7,166.61,182.01
Zimbabwe,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.09,0.18,0.39,1.16,2.54,6.31,8.25,9.30,15.13,26.37,31.64,39.01,46.03,52.79,60.78,68.27,74.12,85.56,89.07,100.00,114.09,127.03,136.35,145.50,149.10,160.57,184.20
